,Wi-iPSC-1,Wi-iPSC-2,Wi-iPSC-3,H11-iPSC-1,H11-iPSC-2,H11-iPSC-3
ENSG00000049860,1571,1234,1199,1659,1487,1305
ENSG00000164347,985,583,837,903,714,781
ENSG00000207336,0,0,0,0,0,0
ENSG00000164346,2160,1815,1467,1531,1871,1572
ENSG00000198780,681,239,909,757,575,918
ENSG00000199645,0,0,0,0,0,0
ENSG00000250071,1,5,3,3,3,5
ENSG00000271714,32,34,36,44,36,33
ENSG00000212363,0,0,0,0,0,0
ENSG00000249856,0,1,0,4,11,3
ENSG00000196390,0,0,0,0,0,1
ENSG00000239517,0,0,0,0,0,1
ENSG00000182383,3,3,5,1,1,0
ENSG00000249157,0,0,0,0,0,0
ENSG00000176928,62,144,442,949,977,928
ENSG00000250889,4,4,15,46,29,41
ENSG00000145700,12,3,5,5,15,7
ENSG00000251663,0,0,0,0,0,0
ENSG00000247372,3,0,1,0,0,2
ENSG00000113161,3889,2548,3500,5943,4676,5556
ENSG00000271815,3,2,7,6,12,10
ENSG00000113163,1913,976,1369,1369,1339,1605
ENSG00000242198,0,0,2,6,0,1
ENSG00000122008,175,90,238,181,155,136
ENSG00000251724,0,0,0,0,2,0
ENSG00000248881,0,0,0,0,0,0
ENSG00000272040,0,0,4,2,3,0
ENSG00000189045,3,3,1,1,5,1
ENSG00000152359,224,144,183,165,201,160
ENSG00000207333,0,0,0,1,0,0
ENSG00000251078,0,0,0,0,0,0
ENSG00000251419,0,0,1,0,0,0
ENSG00000249301,0,0,0,0,0,0
ENSG00000248684,0,0,0,0,0,0
ENSG00000228367,0,0,0,0,0,0
ENSG00000249777,0,0,0,0,0,0
ENSG00000251342,0,0,0,0,0,0
ENSG00000248127,0,0,0,0,0,0
ENSG00000122012,6,3,3,3,1,10
ENSG00000254893,26,15,14,19,34,30
ENSG00000251668,0,0,0,0,0,0
ENSG00000249014,9,6,3,6,6,6
ENSG00000251107,0,0,0,0,0,0
ENSG00000250348,0,0,0,0,0,0
ENSG00000251235,2,1,1,0,0,0
ENSG00000145703,1870,1052,2964,2446,1870,2535
ENSG00000250574,0,0,0,0,0,0
ENSG00000249713,0,0,0,0,0,0
ENSG00000164220,1,0,1,7,3,2
ENSG00000225407,1,1,0,3,0,0
ENSG00000277188,0,0,0,0,0,1
ENSG00000278237,0,0,0,0,0,0
ENSG00000181104,1125,569,842,1063,830,794
ENSG00000164251,1537,783,691,785,655,580
ENSG00000264391,0,0,0,2,0,0
ENSG00000171643,0,1,5,1,2,2
ENSG00000252684,0,0,0,0,0,0
ENSG00000145708,2,3,5,0,0,14
ENSG00000164252,1088,722,786,799,749,816
ENSG00000132846,495,422,192,328,284,264
ENSG00000250615,0,0,0,0,0,0
ENSG00000238961,0,1,3,2,3,1
ENSG00000250802,77,56,44,63,48,47
ENSG00000251566,0,0,0,0,0,0
ENSG00000113231,100,81,105,90,89,72
ENSG00000251400,13,10,7,11,15,8
ENSG00000164253,1662,960,811,1022,935,803
ENSG00000244019,0,0,0,0,0,0
ENSG00000244363,4,5,5,3,8,5
ENSG00000171540,0,0,0,0,0,1
ENSG00000171530,2932,3355,2807,3233,4741,3763
ENSG00000213763,21,21,27,17,34,10
ENSG00000253572,0,0,0,0,0,0
ENSG00000132842,2091,1159,1605,1613,1427,1668
ENSG00000253558,0,2,0,1,0,0
ENSG00000249372,0,0,0,0,0,0
ENSG00000251605,0,0,0,0,0,0
ENSG00000200331,0,0,0,0,0,0
ENSG00000206714,0,0,0,0,0,0
ENSG00000245556,68,57,66,83,70,44
ENSG00000085365,1644,862,1197,1480,1219,1156
ENSG00000145685,1177,773,1677,1284,1217,1208
ENSG00000248909,0,1,0,0,0,0
ENSG00000254170,1,1,0,0,0,1
ENSG00000254310,0,0,0,0,0,0
ENSG00000113273,527,388,359,504,567,489
ENSG00000132837,8,4,3,7,6,2
ENSG00000214890,0,0,0,0,0,0
ENSG00000132840,0,0,0,1,0,0
ENSG00000145692,55,36,34,54,65,34
ENSG00000201955,0,0,0,0,0,0
ENSG00000249829,0,0,1,0,0,0
ENSG00000206592,0,1,0,0,0,0
ENSG00000250330,0,0,0,1,0,0
ENSG00000152409,684,355,584,412,416,510
ENSG00000213757,5,5,3,5,4,2
ENSG00000152413,1531,868,1172,1214,1190,1201
ENSG00000213755,0,1,0,0,0,0
ENSG00000243160,0,0,0,1,0,0
ENSG00000207391,0,0,0,0,0,0
ENSG00000277818,0,0,0,0,0,0
ENSG00000164329,807,569,612,730,656,527
ENSG00000164309,55,35,49,16,26,20
ENSG00000250258,1,2,2,0,1,0
ENSG00000238254,0,0,0,0,0,0
ENSG00000250888,0,0,0,0,0,0
ENSG00000177034,866,823,1006,871,700,622
ENSG00000113296,1079,510,426,774,553,339
ENSG00000251050,12,19,24,17,25,3
ENSG00000249778,0,0,0,0,0,0
ENSG00000249825,4,3,6,11,11,6
ENSG00000164300,3771,2090,4306,5344,4271,4349
ENSG00000251675,0,0,2,3,2,2
ENSG00000249438,0,0,0,0,0,0
ENSG00000184188,0,1,0,0,0,1
ENSG00000251828,0,0,0,0,0,0
ENSG00000244076,0,0,0,0,0,0
ENSG00000164299,0,0,0,0,0,0
ENSG00000227087,2,1,0,2,1,1
ENSG00000248569,2,4,2,5,3,3
ENSG00000220157,7,12,4,6,6,8
ENSG00000206774,0,0,0,0,0,0
ENSG00000039319,670,290,658,543,417,442
ENSG00000249042,62,76,70,33,51,33
ENSG00000152380,11,4,7,7,11,15
ENSG00000242706,2,0,0,0,0,0
ENSG00000240003,0,1,0,1,1,0
ENSG00000189127,85,108,146,87,64,78
ENSG00000251366,0,1,0,0,0,0
ENSG00000251221,2,1,1,6,0,2
ENSG00000228716,2616,1619,1491,1855,1515,1712
ENSG00000249655,1,5,5,1,0,1
ENSG00000271043,0,0,0,0,0,0
ENSG00000113318,947,459,651,618,595,686
ENSG00000248967,0,0,0,0,0,0
ENSG00000244630,0,0,0,0,0,0
ENSG00000251450,1,9,12,11,9,18
ENSG00000113319,246,223,621,736,1047,1336
ENSG00000251001,0,0,0,0,1,0
ENSG00000249772,0,0,0,0,0,0
ENSG00000247572,79,65,128,103,116,112
ENSG00000131730,29,29,15,33,22,23
ENSG00000248794,2,4,2,1,3,0
ENSG00000131732,783,618,589,590,759,650
ENSG00000172497,2,7,13,6,2,5
ENSG00000145687,829,475,218,478,351,270
ENSG00000249483,0,0,0,0,0,0
ENSG00000214857,0,2,2,2,1,2
ENSG00000152348,346,304,302,273,287,213
ENSG00000236447,0,0,0,0,0,0
ENSG00000251495,6,2,4,6,6,5
ENSG00000248192,0,0,0,0,0,0
ENSG00000265684,0,0,0,0,0,0
ENSG00000251374,0,1,1,2,1,0
ENSG00000186468,24137,19509,12612,15063,19046,13992
ENSG00000205464,112,71,39,46,27,10
ENSG00000248393,0,0,0,0,0,0
ENSG00000248870,0,0,0,0,1,0
ENSG00000249100,0,0,0,0,0,0
ENSG00000240411,0,0,0,0,0,0
ENSG00000248105,0,0,0,0,0,0
ENSG00000283359,0,0,0,0,0,0
ENSG00000281327,0,0,0,0,2,0
ENSG00000248112,0,0,0,0,0,0
ENSG00000249857,0,0,0,0,0,0
ENSG00000248400,0,1,0,0,0,0
ENSG00000249664,0,0,2,1,1,4
ENSG00000271862,3,4,14,19,10,15
ENSG00000174695,4362,2675,4280,3210,3515,3900
ENSG00000238835,0,1,0,0,0,0
ENSG00000152422,339,207,165,184,227,161
ENSG00000243385,0,0,0,0,0,0
ENSG00000251552,0,0,0,0,0,0
ENSG00000251395,0,0,0,0,0,0
ENSG00000038427,6112,3185,5520,6819,5107,7063
ENSG00000249835,1,0,0,1,2,1
ENSG00000145681,57,45,22,130,54,15
ENSG00000253073,0,0,0,0,0,0
ENSG00000206744,0,0,0,0,0,0
ENSG00000242858,3,7,1,2,7,5
ENSG00000202157,0,0,0,0,0,0
ENSG00000250013,0,0,0,0,0,0
ENSG00000164176,2433,1232,2615,1680,1674,1436
ENSG00000252861,0,0,0,0,0,0
ENSG00000250320,45,46,56,43,46,51
ENSG00000214853,0,0,0,0,0,0
ENSG00000249349,0,0,0,0,0,0
ENSG00000248674,0,0,0,0,0,0
ENSG00000250253,0,3,0,0,0,0
ENSG00000249792,0,0,0,0,0,0
ENSG00000248170,0,0,0,0,0,0
ENSG00000248667,0,0,0,0,0,0
ENSG00000249023,0,0,0,0,0,0
ENSG00000249842,0,0,0,0,0,0
ENSG00000243859,0,2,2,1,5,1
ENSG00000251066,0,0,0,0,0,1
ENSG00000250874,0,1,2,0,0,3
ENSG00000241965,0,0,0,0,0,0
ENSG00000249153,0,0,0,0,0,0
ENSG00000250359,0,0,0,0,0,0
ENSG00000205449,0,0,0,0,0,0
ENSG00000280009,0,0,0,0,1,0
ENSG00000248195,0,0,0,0,0,0
ENSG00000248363,0,0,0,0,0,0
ENSG00000250124,0,0,0,0,0,0
ENSG00000251585,0,0,0,0,0,0
ENSG00000127184,10317,10376,6088,7071,9839,6060
ENSG00000207013,0,0,0,0,0,0
ENSG00000250544,0,0,0,0,0,0
ENSG00000248701,0,0,0,0,0,0
ENSG00000242477,1,5,0,6,2,3
ENSG00000249061,0,0,1,0,0,0
ENSG00000251951,0,0,0,0,0,0
ENSG00000265919,0,0,0,0,0,0
ENSG00000233828,0,0,0,0,0,0
ENSG00000145715,1294,615,967,1073,832,958
ENSG00000241243,0,0,0,0,0,0
ENSG00000207452,0,0,0,0,0,0
ENSG00000272367,2,0,11,3,3,0
ENSG00000134480,667,582,597,642,664,541
ENSG00000200462,0,0,0,0,0,0
ENSG00000249362,0,0,0,1,0,0
ENSG00000248708,1,0,0,0,0,0
ENSG00000164180,274,190,365,307,283,248
ENSG00000247828,129,143,164,146,160,106
ENSG00000240083,0,0,0,1,0,0
ENSG00000206958,0,0,0,0,0,0
ENSG00000250306,0,0,0,0,0,0
ENSG00000250156,0,0,2,1,0,0
ENSG00000271904,0,0,1,1,0,0
ENSG00000245526,0,2,5,2,2,5
ENSG00000250705,0,0,0,0,0,0
ENSG00000245864,0,0,0,0,0,0
ENSG00000250377,0,0,0,0,0,0
ENSG00000250555,0,0,0,0,0,0
ENSG00000081189,11,17,16,43,23,17
ENSG00000248309,5,23,8,13,18,4
ENSG00000250831,0,0,0,0,0,0
ENSG00000250437,0,0,0,0,0,0
ENSG00000214942,0,0,0,0,0,1
ENSG00000249265,0,0,0,0,0,0
ENSG00000264342,0,0,0,0,0,0
ENSG00000248555,0,0,0,1,0,0
ENSG00000253321,0,0,0,0,0,0
ENSG00000260871,3,5,2,2,8,1
ENSG00000153140,820,599,536,584,575,420
ENSG00000255647,2,1,0,2,0,0
ENSG00000176055,191,149,176,224,188,172
ENSG00000113356,2989,2907,4131,3580,3884,3728
ENSG00000176018,540,285,444,423,384,381
ENSG00000164199,1316,619,966,1110,696,884
ENSG00000249514,0,0,0,0,0,0
ENSG00000212930,0,0,0,0,0,0
ENSG00000251093,0,0,0,0,0,0
ENSG00000199643,0,0,0,0,0,0
ENSG00000234292,1,0,4,0,0,0
ENSG00000248323,0,0,0,0,0,0
ENSG00000271762,0,0,0,0,0,0
ENSG00000277001,0,0,1,0,0,0
ENSG00000240388,0,2,3,0,0,0
ENSG00000241059,0,0,0,0,0,0
ENSG00000113369,198,114,134,58,39,34
ENSG00000281357,11,8,15,10,3,1
ENSG00000251356,0,0,0,1,1,1
ENSG00000248826,0,0,0,0,0,0
ENSG00000276426,0,0,0,0,0,0
ENSG00000250049,6,1,5,3,1,2
ENSG00000248864,0,0,0,0,0,0
ENSG00000249776,0,0,0,0,0,0
ENSG00000249169,0,0,0,0,0,0
ENSG00000249984,0,0,0,0,0,0
ENSG00000248588,0,0,0,0,0,1
ENSG00000248950,0,0,0,0,0,0
ENSG00000249958,0,0,0,0,0,0
ENSG00000248528,0,0,0,0,0,0
ENSG00000251361,0,0,0,0,0,0
ENSG00000213730,1,2,0,3,1,0
ENSG00000237187,36,34,19,33,22,21
ENSG00000175745,30,21,18,44,28,102
ENSG00000278905,0,0,0,0,0,0
ENSG00000113391,347,169,150,233,179,182
ENSG00000249353,704,660,486,568,718,573
ENSG00000248483,0,0,1,0,1,0
ENSG00000272406,0,1,0,0,0,0
ENSG00000251023,5,3,7,6,3,2
ENSG00000185261,53,29,127,64,53,40
ENSG00000251544,0,0,0,0,0,0
ENSG00000254132,0,0,0,0,0,0
ENSG00000251340,0,0,0,0,0,0
ENSG00000232578,0,0,0,0,0,0
ENSG00000270133,0,2,1,1,0,3
ENSG00000133302,519,292,410,421,450,418
ENSG00000175471,67,27,62,63,35,56
ENSG00000249175,0,0,0,0,0,0
ENSG00000243806,0,2,0,0,0,0
ENSG00000276514,0,0,0,0,0,0
ENSG00000249545,0,0,0,0,0,0
ENSG00000153347,0,1,1,0,0,1
ENSG00000225165,0,0,1,0,1,0
ENSG00000198677,1945,857,1328,1359,1014,1495
ENSG00000212259,0,0,0,2,0,0
ENSG00000164291,450,290,379,408,491,378
ENSG00000178015,5,6,6,5,5,7
ENSG00000175449,51,48,51,63,42,25
ENSG00000145757,0,3,0,4,2,2
ENSG00000250240,0,0,0,1,0,0
ENSG00000164292,584,427,321,549,474,348
ENSG00000173221,300,374,248,350,438,261
ENSG00000251348,0,0,0,1,0,0
ENSG00000251000,3,9,2,1,1,0
ENSG00000251409,0,0,0,0,0,0
ENSG00000272021,0,0,0,0,0,0
ENSG00000236882,0,0,0,0,2,0
ENSG00000250362,0,0,0,0,0,0
ENSG00000118985,564,421,501,825,843,688
ENSG00000251314,1,0,0,1,1,0
ENSG00000250955,0,0,0,0,0,0
ENSG00000213716,0,0,0,0,0,0
ENSG00000250551,2,0,1,0,0,0
ENSG00000207578,0,0,0,0,0,0
ENSG00000206997,0,0,0,0,0,0
ENSG00000249746,0,0,0,0,0,0
ENSG00000250158,0,0,0,0,0,0
ENSG00000175426,112,33,47,41,26,20
ENSG00000153113,1488,840,910,1192,964,906
ENSG00000249180,0,0,0,0,1,0
ENSG00000164307,602,248,327,428,232,272
ENSG00000248734,2,0,7,1,1,4
ENSG00000272109,0,1,0,0,0,0
ENSG00000247121,6,5,5,8,7,7
ENSG00000164308,43,14,12,9,13,6
ENSG00000113441,244,139,161,165,145,172
ENSG00000227836,0,0,2,0,0,0
ENSG00000200884,0,0,0,0,0,0
ENSG00000213701,1,1,0,1,0,1
ENSG00000251513,2,0,1,0,0,0
ENSG00000145721,336,45,4,166,29,20
ENSG00000058729,1168,755,742,709,779,761
ENSG00000206698,0,0,0,0,0,0
ENSG00000248758,0,0,0,0,0,0
ENSG00000251054,0,0,0,2,0,0
ENSG00000249761,0,0,0,0,0,0
ENSG00000251389,0,0,0,0,0,1
ENSG00000249977,0,0,0,0,0,0
ENSG00000250331,0,0,0,0,1,0
ENSG00000248931,0,0,0,0,0,0
ENSG00000251193,0,0,0,0,0,0
ENSG00000248202,0,3,0,0,0,0
ENSG00000249101,0,0,0,0,0,0
ENSG00000248901,0,3,1,1,5,0
ENSG00000249135,0,0,0,0,0,0
ENSG00000238000,11,9,2,5,5,11
ENSG00000176183,1,1,0,0,1,0
ENSG00000250221,1,0,0,1,3,0
ENSG00000250830,0,0,0,0,0,0
ENSG00000249990,0,0,2,0,0,0
ENSG00000249448,0,0,1,0,0,0
ENSG00000251102,4,1,4,4,2,2
ENSG00000251553,0,0,0,0,0,0
ENSG00000174136,498,273,236,496,427,364
ENSG00000246763,25,3,28,37,14,13
ENSG00000279232,0,0,0,1,2,0
ENSG00000250162,0,0,0,0,0,0
ENSG00000153922,2292,997,1457,1555,1387,1671
ENSG00000222610,0,0,0,1,0,0
ENSG00000248489,1,1,2,2,0,1
ENSG00000200351,0,0,0,0,0,0
ENSG00000241597,0,0,0,0,0,0
ENSG00000249444,0,0,0,0,0,0
ENSG00000206356,0,0,0,0,0,0
ENSG00000227762,0,0,0,0,0,0
ENSG00000249515,0,0,0,0,0,0
ENSG00000248236,0,0,0,0,0,0
ENSG00000248928,0,0,0,0,0,0
ENSG00000250391,0,0,0,0,0,0
ENSG00000249963,0,0,0,0,0,0
ENSG00000199378,0,0,0,0,0,0
ENSG00000270232,0,0,0,0,0,0
ENSG00000270230,0,0,1,0,0,0
ENSG00000271687,0,0,0,0,0,0
ENSG00000270906,1,1,0,1,0,0
ENSG00000270350,0,0,0,0,0,0
ENSG00000271480,0,0,0,0,0,0
ENSG00000270388,0,0,0,0,0,0
ENSG00000270307,0,0,2,0,0,0
ENSG00000270225,0,0,0,0,0,0
ENSG00000271207,0,0,0,0,0,0
ENSG00000274455,0,0,0,1,0,0
ENSG00000207077,0,0,0,0,0,0
ENSG00000275374,2,0,8,0,2,0
ENSG00000273957,0,1,0,0,0,0
ENSG00000249787,0,0,0,0,0,0
ENSG00000247877,5,4,11,3,1,3
ENSG00000174132,131,97,89,99,128,96
ENSG00000250806,0,0,0,0,0,0
ENSG00000207269,0,0,0,0,0,0
ENSG00000113532,9,15,11,15,22,17
ENSG00000221263,0,0,0,0,0,0
ENSG00000277506,0,0,0,0,0,0
ENSG00000251261,0,0,0,0,0,0
ENSG00000249495,0,0,0,0,0,0
ENSG00000248261,0,0,0,0,0,0
ENSG00000173930,347,237,216,364,344,356
ENSG00000222987,0,0,0,0,0,0
ENSG00000205359,2,3,1,6,0,1
ENSG00000249017,0,0,0,0,0,0
ENSG00000250958,0,1,0,0,0,0
ENSG00000247402,1,0,1,4,1,2
ENSG00000250682,45,13,28,40,21,12
ENSG00000145730,1372,828,1070,1627,1359,1425
ENSG00000175749,0,0,0,0,1,0
ENSG00000145723,171,84,116,99,110,107
ENSG00000145725,1393,583,971,1014,775,988
ENSG00000248203,0,0,0,0,0,0
ENSG00000181751,525,293,415,427,452,414
ENSG00000250567,0,0,1,0,0,1
ENSG00000226926,0,0,0,0,0,0
ENSG00000248757,0,0,0,0,2,0
ENSG00000112874,543,335,449,383,296,281
ENSG00000283462,0,0,0,0,0,0
ENSG00000251026,2,1,4,0,0,0
ENSG00000201910,0,0,0,0,0,0
ENSG00000239808,0,0,0,1,0,0
ENSG00000251574,0,0,0,1,0,0
ENSG00000278958,0,0,0,0,0,0
ENSG00000253776,0,0,0,0,0,0
ENSG00000252881,0,0,0,0,0,0
ENSG00000253584,0,0,0,0,0,0
ENSG00000232159,0,0,0,0,0,0
ENSG00000251204,2,0,0,0,0,0
ENSG00000250145,0,0,0,0,0,0
ENSG00000252337,0,0,0,0,0,0
ENSG00000251027,87,73,189,113,122,107
ENSG00000250273,0,0,0,1,0,0
ENSG00000184349,837,526,235,1113,993,567
ENSG00000249959,7,0,5,4,8,1
ENSG00000248827,0,1,1,1,0,0
ENSG00000239708,0,0,0,0,0,0
ENSG00000251732,0,0,0,0,0,0
ENSG00000145743,114,53,92,107,98,101
ENSG00000244245,3,4,1,2,4,2
ENSG00000272523,8,28,17,17,26,23
ENSG00000151422,391,252,263,319,272,292
ENSG00000249921,0,0,0,2,1,0
ENSG00000250383,0,0,0,0,0,0
ENSG00000207404,0,0,0,0,0,0
ENSG00000250441,0,1,0,0,0,1
ENSG00000206593,0,0,0,0,0,0
ENSG00000176857,4,0,3,4,1,1
ENSG00000249476,0,0,1,0,0,0
ENSG00000198961,2389,1207,1925,1578,1502,1766
ENSG00000248867,0,0,0,0,0,0
ENSG00000251367,0,0,0,0,0,0
ENSG00000248876,0,0,0,0,0,0
ENSG00000248440,0,0,0,0,0,0
ENSG00000214794,0,0,0,0,0,0
ENSG00000271849,2,12,12,9,6,16
ENSG00000112893,3473,1676,3210,3419,2605,2558
ENSG00000202512,4,12,4,5,1,0
ENSG00000249068,0,0,0,0,0,1
ENSG00000254106,0,0,0,0,0,0
ENSG00000253224,0,0,0,0,0,0
ENSG00000186952,28,29,57,106,110,50
ENSG00000221436,0,0,0,0,0,0
ENSG00000207177,0,0,0,0,0,0
ENSG00000164209,776,468,539,590,603,642
ENSG00000270779,0,0,0,0,0,0
ENSG00000248966,0,0,0,1,0,0
ENSG00000248428,0,0,1,0,1,0
ENSG00000251627,0,0,0,0,0,0
ENSG00000145777,13,17,40,31,39,31
ENSG00000253613,0,0,0,0,0,0
ENSG00000134987,1182,735,1117,1206,1271,1247
ENSG00000250728,0,0,0,0,0,0
ENSG00000214784,45,31,31,31,33,24
ENSG00000152495,216,83,135,178,126,157
ENSG00000249318,0,0,0,0,0,0
ENSG00000248268,4,3,4,8,4,0
ENSG00000164211,849,744,1107,1135,1146,981
ENSG00000246859,62,27,174,135,41,56
ENSG00000249619,1,0,3,0,1,0
ENSG00000251099,0,0,0,0,0,0
ENSG00000134986,6873,4731,3742,4291,5213,4719
ENSG00000253057,0,0,0,0,0,0
ENSG00000249439,0,0,0,0,0,0
ENSG00000250095,0,0,0,0,0,0
ENSG00000129595,131,69,97,124,122,86
ENSG00000224032,862,951,456,592,792,587
ENSG00000238363,3,6,5,9,2,7
ENSG00000250882,0,0,0,0,0,0
ENSG00000251187,0,0,0,1,0,0
ENSG00000251076,0,0,0,0,0,1
ENSG00000248350,0,0,0,0,0,0
ENSG00000278921,21,4,13,19,13,17
ENSG00000248430,0,0,0,0,0,0
ENSG00000251014,0,0,0,0,0,0
ENSG00000250358,0,0,0,0,0,0
ENSG00000134982,798,351,621,685,517,744
ENSG00000250045,0,1,0,0,1,0
ENSG00000212370,0,0,0,0,0,0
ENSG00000258864,0,0,0,0,0,0
ENSG00000272869,7,7,10,5,11,8
ENSG00000153037,600,735,531,587,737,684
ENSG00000129625,1611,1678,1763,1995,2100,1783
ENSG00000249947,0,0,4,1,0,0
ENSG00000212643,1,1,2,1,5,5
ENSG00000270067,18,15,5,9,10,8
ENSG00000279522,5,13,8,4,10,4
ENSG00000272389,0,1,1,1,0,1
ENSG00000172795,2955,2394,3235,3220,3674,2957
ENSG00000171444,663,339,410,478,506,605
ENSG00000232633,1,1,2,0,3,1
ENSG00000212122,0,0,0,0,0,0
ENSG00000251741,0,0,0,0,0,0
ENSG00000047188,1066,536,844,820,672,820
ENSG00000251628,3,0,4,2,0,0
ENSG00000222706,0,0,0,0,0,0
ENSG00000080709,997,480,326,579,446,405
ENSG00000246316,0,0,0,2,0,0
ENSG00000251542,0,0,0,0,0,0
ENSG00000251132,0,0,0,0,0,0
ENSG00000250242,0,0,0,0,0,0
ENSG00000152503,355,173,294,230,237,243
ENSG00000250472,0,0,3,2,0,0
ENSG00000249791,0,3,0,0,2,1
ENSG00000164219,786,542,608,571,611,568
ENSG00000271797,1,1,2,1,2,5
ENSG00000243304,0,1,2,0,1,2
ENSG00000164221,505,503,495,410,552,453
ENSG00000250197,0,1,0,1,1,0
ENSG00000249026,0,0,1,0,0,1
ENSG00000248722,0,0,0,0,0,0
ENSG00000249944,0,0,0,0,0,0
ENSG00000249433,0,0,0,0,0,0
ENSG00000250444,0,7,1,2,1,0
ENSG00000145780,749,372,605,497,493,514
ENSG00000251201,2,5,10,5,5,11
ENSG00000243414,0,1,0,0,0,0
ENSG00000249249,3,3,3,7,1,3
ENSG00000134970,1465,1297,1309,1668,1919,1527
ENSG00000249021,0,0,0,0,0,0
ENSG00000248709,0,0,0,0,0,0
ENSG00000251118,0,0,0,0,0,0
ENSG00000222598,0,0,0,0,0,0
ENSG00000129596,378,437,406,494,737,434
ENSG00000145782,1124,857,923,911,1073,819
ENSG00000177879,1593,1580,1226,1491,1688,1415
ENSG00000280329,0,0,0,0,0,0
ENSG00000172901,3,3,5,6,2,1
ENSG00000248295,0,0,0,0,0,0
ENSG00000268714,0,0,0,0,0,0
ENSG00000268223,0,0,0,0,0,0
ENSG00000185641,100,151,57,76,106,65
ENSG00000272265,0,0,1,0,0,0
ENSG00000271918,12,17,17,17,16,18
ENSG00000145781,648,484,558,500,439,401
ENSG00000212457,0,0,0,0,0,1
ENSG00000232916,0,0,0,0,0,0
ENSG00000250015,2,0,3,2,0,0
ENSG00000092421,10626,7238,10159,16817,16137,12484
ENSG00000248445,11,10,70,60,17,19
ENSG00000239528,0,2,1,1,1,1
ENSG00000249167,6,3,5,3,4,5
ENSG00000197575,0,0,2,0,1,0
ENSG00000251311,0,0,0,0,0,0
ENSG00000249150,0,0,0,5,0,0
ENSG00000250650,0,0,0,0,0,0
ENSG00000250949,0,0,0,0,0,0
ENSG00000243758,1,0,0,2,0,0
ENSG00000248663,16,35,16,2,1,0
ENSG00000251477,0,0,0,0,0,0
ENSG00000249582,0,0,0,0,0,0
ENSG00000249797,0,0,0,0,0,0
ENSG00000250427,0,0,0,0,0,0
ENSG00000250891,0,0,0,0,0,1
ENSG00000249551,0,0,0,1,0,0
ENSG00000249128,0,0,0,0,0,0
ENSG00000238904,0,0,0,0,0,0
ENSG00000249426,1,0,0,0,0,0
ENSG00000169570,316,152,496,551,711,924
ENSG00000197744,136,109,89,106,111,72
ENSG00000283498,227,317,137,245,279,177
ENSG00000249494,0,1,4,0,0,2
ENSG00000223179,0,0,0,0,0,0
ENSG00000250678,0,0,0,0,0,0
ENSG00000250928,0,0,0,0,0,0
ENSG00000172869,1266,588,988,1116,855,972
ENSG00000248885,0,0,1,0,0,0
ENSG00000248979,0,0,0,0,0,0
ENSG00000206786,0,0,0,0,0,0
ENSG00000264536,0,0,0,0,0,0
ENSG00000145779,498,316,487,428,479,370
ENSG00000243333,0,0,0,0,0,0
ENSG00000133835,7240,5276,5163,5469,5527,5331
ENSG00000213663,0,0,0,0,0,0
ENSG00000249919,0,0,0,0,0,0
ENSG00000164334,0,0,1,0,0,0
ENSG00000250895,0,0,0,0,0,0
ENSG00000234259,0,0,0,0,1,0
ENSG00000251293,0,0,0,0,0,0
ENSG00000251975,0,0,0,0,0,0
ENSG00000261036,0,0,0,0,0,0
ENSG00000184838,32,21,19,32,35,24
ENSG00000270741,0,0,0,0,0,0
ENSG00000222609,0,0,1,0,0,0
ENSG00000248927,26,20,24,41,24,14
ENSG00000251135,0,0,0,0,0,0
ENSG00000248853,0,0,0,0,0,0
ENSG00000250847,0,0,0,0,0,0
ENSG00000229855,0,0,0,0,0,1
ENSG00000279860,0,0,0,0,0,0
ENSG00000244088,0,0,0,0,0,0
ENSG00000213661,0,0,2,1,1,1
ENSG00000249600,0,0,0,0,0,0
ENSG00000181867,0,0,0,0,0,0
ENSG00000151304,532,348,317,338,335,371
ENSG00000113083,51,46,51,39,63,48
ENSG00000247311,0,0,0,0,0,0
ENSG00000164185,1,0,0,0,1,1
ENSG00000250803,0,0,0,0,0,0
ENSG00000249610,0,0,0,0,0,0
ENSG00000272139,0,0,1,0,0,1
ENSG00000064692,201,146,160,270,292,222
ENSG00000249621,0,0,0,0,0,0
ENSG00000249916,1,0,0,4,2,1
ENSG00000250328,15,16,36,8,31,11
ENSG00000251538,0,0,0,0,0,0
ENSG00000240058,0,0,0,0,0,0
ENSG00000205302,2482,1454,1465,1741,1654,1656
ENSG00000260686,19,39,30,22,37,19
ENSG00000064652,527,376,366,433,530,416
ENSG00000263432,2,3,3,1,3,3
ENSG00000168938,285,288,264,315,359,233
ENSG00000249996,1,1,1,2,0,3
ENSG00000276047,0,0,0,0,0,0
ENSG00000223652,0,0,0,0,0,0
ENSG00000061455,1,0,5,2,6,5
ENSG00000213655,0,0,0,0,0,0
ENSG00000168944,677,421,581,593,526,557
ENSG00000250539,14,6,9,11,12,21
ENSG00000249400,1,0,0,0,0,0
ENSG00000279772,1,0,0,0,0,0
ENSG00000151292,1198,779,989,1081,1282,1206
ENSG00000235275,0,1,0,0,0,1
ENSG00000253807,5,5,3,52,28,26
ENSG00000250862,0,0,0,0,0,0
ENSG00000251421,0,0,0,0,0,0
ENSG00000248600,0,0,0,0,0,0
ENSG00000251214,0,0,0,0,0,0
ENSG00000250438,0,0,0,0,0,0
ENSG00000248296,0,0,1,0,0,0
ENSG00000168916,1753,479,812,1021,630,743
ENSG00000249112,0,0,0,1,0,0
