Geneid,SK7A-1,SK7A-2,SK7A-3,SK8A-1,SK8A-2,SK8A-3,SK8A-4,SK8A-5,SK8A-6,Wi-1,Wi-2,Wi-3
ENSG00000269761,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269763,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269765,1,2,3,2,3,1,0,0,0,0,0,0
ENSG00000269776,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269779,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269782,10,9,16,7,0,5,1,1,0,0,1,1
ENSG00000269786,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269787,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269791,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269792,137,140,120,117,104,94,23,40,8,12,22,30
ENSG00000269793,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000269794,13,52,16,7,15,2,4,0,0,1,2,6
ENSG00000269796,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269799,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269800,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000269802,10,14,17,19,16,16,6,3,0,4,2,1
ENSG00000269806,0,5,2,3,2,1,0,0,0,0,0,0
ENSG00000269807,141,174,205,93,90,132,52,48,8,20,33,56
ENSG00000269811,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269813,444,516,573,387,337,391,52,34,21,30,38,73
ENSG00000269815,48,65,44,30,25,20,2,6,0,5,0,10
ENSG00000269821,3042,3149,2072,1204,1687,1210,129,79,6,129,111,198
ENSG00000269825,236,442,326,343,168,137,16,7,0,35,21,26
ENSG00000269826,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269833,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269834,791,1125,990,472,519,445,74,84,16,37,26,35
ENSG00000269836,9,30,23,12,13,19,0,0,0,4,0,2
ENSG00000269837,885,713,777,527,387,500,38,62,12,81,85,98
ENSG00000269839,1,3,0,11,1,4,1,0,0,0,0,0
ENSG00000269842,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269843,62,54,52,40,28,26,9,2,0,0,3,4
ENSG00000269845,0,0,0,0,0,2,0,2,0,0,0,0
ENSG00000269846,11,41,39,46,10,27,2,21,2,5,0,0
ENSG00000269848,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269855,2,7,0,0,0,2,0,0,0,0,0,0
ENSG00000269858,746,1363,698,783,582,395,163,126,21,209,129,253
ENSG00000269859,6,6,3,0,0,0,2,2,0,0,0,0
ENSG00000269867,348,358,399,231,228,226,32,24,0,26,48,54
ENSG00000269873,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000269877,0,1,0,0,0,0,0,0,0,0,2,0
ENSG00000269883,12,19,18,16,7,5,1,3,4,0,3,0
ENSG00000269885,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269886,115,264,170,130,122,113,36,26,5,28,32,41
ENSG00000269887,8,5,11,2,4,7,2,0,0,6,0,0
ENSG00000269888,152,121,232,94,71,99,20,31,6,19,46,52
ENSG00000269889,6,6,9,9,9,13,4,4,0,1,0,6
ENSG00000269891,0,10,0,2,0,0,0,0,0,0,0,0
ENSG00000269892,23,25,32,15,29,14,3,2,0,2,0,4
ENSG00000269893,868,955,1326,1219,825,855,248,285,56,697,821,564
ENSG00000269895,10,45,36,38,34,28,4,1,0,1,8,0
ENSG00000269896,212,136,191,104,77,100,18,29,4,30,10,28
ENSG00000269897,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269898,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000269901,9,17,25,24,17,14,2,1,0,3,2,7
ENSG00000269902,2,12,4,2,0,2,0,0,0,1,1,2
ENSG00000269903,19,24,13,10,12,12,0,2,0,3,2,0
ENSG00000269904,16,10,4,10,5,4,2,0,0,0,1,1
ENSG00000269906,84,113,101,121,60,85,7,8,2,0,16,12
ENSG00000269907,28,36,23,23,25,18,0,2,0,0,1,0
ENSG00000269910,494,724,571,559,470,356,59,60,14,57,69,58
ENSG00000269911,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269915,117,135,171,201,177,105,54,42,14,238,475,112
ENSG00000269918,147,134,116,93,102,94,20,11,0,14,14,22
ENSG00000269919,4,0,4,0,0,0,0,0,0,0,0,0
ENSG00000269921,9,26,16,5,8,10,4,4,0,0,0,2
ENSG00000269924,0,4,4,2,0,2,0,0,0,0,0,0
ENSG00000269925,34,71,43,26,32,30,4,2,0,2,8,1
ENSG00000269927,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000269929,474,533,333,304,250,212,32,25,1,69,33,95
ENSG00000269930,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269931,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269933,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269934,333,447,468,383,380,335,94,71,25,32,16,44
ENSG00000269935,16,18,13,11,14,10,0,4,0,2,0,5
ENSG00000269937,103,182,263,172,201,164,40,33,8,23,3,25
ENSG00000269938,34,36,28,33,26,16,2,0,0,3,0,6
ENSG00000269939,197,240,187,122,127,112,19,11,0,17,30,22
ENSG00000269940,548,844,700,535,545,468,99,71,14,59,62,45
ENSG00000269944,6,0,3,0,2,2,0,0,0,0,0,0
ENSG00000269945,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269947,73,52,47,20,35,33,0,2,0,4,3,5
ENSG00000269949,13,11,9,10,5,14,0,0,0,0,2,2
ENSG00000269950,4,2,5,0,1,0,0,0,0,0,0,0
ENSG00000269951,35,60,52,52,18,28,0,6,4,3,2,11
ENSG00000269952,17,21,29,22,27,20,2,0,0,3,0,3
ENSG00000269954,2,10,0,5,4,4,2,0,2,0,0,0
ENSG00000269955,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269956,140,203,170,186,139,104,39,26,2,39,47,32
ENSG00000269957,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269958,828,1215,942,748,889,572,153,154,16,141,124,155
ENSG00000269959,182,236,141,157,120,81,37,11,5,25,27,52
ENSG00000269961,6,18,10,5,6,13,4,10,2,2,0,1
ENSG00000269964,6,6,7,22,15,20,0,0,0,2,0,6
ENSG00000269966,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269967,4,19,3,4,7,4,0,0,0,6,0,1
ENSG00000269968,56850,83254,118720,64199,79374,84586,24581,23632,4545,12385,26306,16572
ENSG00000269970,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000269971,0,2,4,1,0,1,0,0,0,0,0,0
ENSG00000269972,2015,2431,2341,1596,1683,1567,217,202,52,195,207,296
ENSG00000269973,345,369,392,262,299,275,40,32,4,15,54,48
ENSG00000269976,9,4,10,14,9,6,0,0,2,0,2,0
ENSG00000269978,29,34,29,7,22,12,3,0,1,6,4,7
ENSG00000269980,7,6,6,7,5,1,0,0,0,3,0,0
ENSG00000269981,178,185,76,51,61,65,4,5,1,9,29,20
ENSG00000269982,177,222,256,137,148,179,23,32,0,29,15,19
ENSG00000269983,2,0,0,0,0,0,0,1,0,0,0,1
ENSG00000269984,616,841,770,673,584,562,86,69,20,90,64,90
ENSG00000269985,2,2,3,2,0,0,0,0,0,0,0,0
ENSG00000269986,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269987,2675,3358,3306,2194,2188,2157,341,292,65,304,336,506
ENSG00000269989,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269993,14,12,25,12,16,8,0,4,0,6,2,10
ENSG00000269994,162,107,102,158,122,165,31,32,4,28,76,54
ENSG00000269997,28,64,42,18,27,20,2,6,0,8,4,6
ENSG00000270000,9,17,12,24,13,15,6,2,0,0,0,0
ENSG00000270001,8,8,34,16,13,12,6,4,0,2,2,5
ENSG00000270002,21,31,28,33,29,12,8,6,2,15,0,2
ENSG00000270006,16,11,32,13,11,21,5,0,2,7,2,8
ENSG00000270008,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270011,14,12,18,17,19,10,3,0,0,4,0,1
ENSG00000270012,215,258,155,92,129,85,25,8,4,28,12,44
ENSG00000270016,4,11,6,0,4,0,0,0,0,0,0,0
ENSG00000270017,14,12,25,14,6,18,3,5,3,6,5,2
ENSG00000270019,31,38,37,13,24,15,3,0,0,6,3,5
ENSG00000270020,28,17,27,5,2,16,0,0,1,1,0,0
ENSG00000270021,13,29,52,21,38,20,2,2,1,5,10,8
ENSG00000270022,6,11,8,4,2,3,0,0,0,2,0,2
ENSG00000270025,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270031,5,5,5,6,10,2,0,1,0,0,1,0
ENSG00000270035,7,13,15,5,4,5,0,7,0,10,2,5
ENSG00000270036,0,0,2,0,1,0,1,0,0,0,0,0
ENSG00000270038,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270039,76,67,54,48,35,33,13,11,2,8,16,7
ENSG00000270048,15,20,13,17,8,15,1,1,0,1,0,2
ENSG00000270049,150,108,150,68,69,65,12,9,0,2,18,12
ENSG00000270050,192,217,270,163,148,196,43,50,1,35,22,51
ENSG00000270052,1,4,4,6,0,0,0,2,0,0,0,1
ENSG00000270055,140,99,132,71,55,107,12,10,2,10,2,10
ENSG00000270059,20,9,11,5,14,8,1,0,0,5,0,5
ENSG00000270060,76,62,56,42,38,22,6,1,0,11,9,10
ENSG00000270061,30,47,39,7,4,14,0,0,0,0,0,8
ENSG00000270062,40,68,30,41,33,28,3,5,0,5,2,6
ENSG00000270066,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270068,6,4,4,5,0,0,0,0,0,4,2,2
ENSG00000270069,301,445,174,327,195,149,36,14,0,63,59,101
ENSG00000270071,15,13,2,1,3,2,0,0,0,0,0,0
ENSG00000270072,3,3,9,1,2,0,0,0,0,1,0,2
ENSG00000270073,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270074,0,0,0,1,2,1,0,0,0,0,0,0
ENSG00000270075,264,282,369,239,217,223,38,55,8,66,27,54
ENSG00000270076,1,4,2,2,2,3,0,0,0,0,1,0
ENSG00000270077,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000270082,48,90,73,55,82,59,19,9,3,8,15,11
ENSG00000270083,0,0,0,0,0,1,0,0,0,0,0,5
ENSG00000270084,374,478,550,419,500,365,123,113,21,68,121,166
ENSG00000270087,6,2,2,2,2,3,0,0,0,0,4,0
ENSG00000270090,0,0,0,5,0,0,0,0,0,0,0,0
ENSG00000270091,45,46,38,28,33,27,12,2,0,9,0,10
ENSG00000270094,531,648,690,492,421,388,115,94,28,123,154,189
ENSG00000270095,13,1,9,0,6,5,0,0,0,1,3,2
ENSG00000270096,64,37,59,29,24,33,9,4,1,7,11,11
ENSG00000270098,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000270099,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270100,222,91,66,30,25,37,1,7,0,1,8,3
ENSG00000270103,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270104,3,5,9,4,2,4,0,0,0,1,0,2
ENSG00000270106,1,0,2,2,2,0,0,0,0,0,0,0
ENSG00000270108,98,172,109,122,86,102,13,0,0,9,4,6
ENSG00000270110,34,41,49,23,28,29,8,1,2,6,3,0
ENSG00000270111,0,1,4,0,0,0,0,0,0,0,2,2
ENSG00000270112,24,30,22,8,7,6,0,0,0,0,1,2
ENSG00000270114,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270115,18,29,11,17,6,6,0,0,0,0,0,2
ENSG00000270116,10,37,20,28,11,9,2,4,0,0,0,2
ENSG00000270117,16,32,12,12,8,13,4,0,0,1,4,2
ENSG00000270118,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270120,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270123,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270124,17,23,37,2,2,10,9,0,0,0,0,5
ENSG00000270127,163,147,100,57,45,24,6,2,2,16,18,27
ENSG00000270130,17,34,18,27,20,14,2,5,0,0,0,3
ENSG00000270131,0,14,11,17,20,17,0,2,0,0,0,2
ENSG00000270133,13,10,4,9,0,0,0,1,0,1,1,7
ENSG00000270135,22,25,22,29,9,6,0,3,0,0,3,1
ENSG00000270136,2,5,4,0,0,2,0,0,0,0,0,0
ENSG00000270137,7,9,3,2,3,2,0,0,0,0,0,0
ENSG00000270139,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270140,1,1,0,5,1,6,0,0,0,0,2,2
ENSG00000270141,0,3,1,4,1,2,0,2,0,0,0,0
ENSG00000270147,283,403,438,359,311,265,35,33,9,13,17,28
ENSG00000270149,4,9,4,3,5,7,0,0,0,0,3,0
ENSG00000270154,2,1,1,6,2,6,1,2,0,0,0,4
ENSG00000270157,7,12,7,2,3,2,4,4,0,1,2,5
ENSG00000270159,3,3,7,9,0,6,0,0,0,0,1,0
ENSG00000270164,125,324,133,66,87,61,8,13,0,4,0,0
ENSG00000270165,20,29,19,17,5,9,2,2,0,0,2,10
ENSG00000270166,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000270170,1139,1214,1499,1006,1026,1036,382,326,57,244,365,398
ENSG00000270171,4,16,12,7,10,2,2,0,0,0,0,0
ENSG00000270174,1,2,4,0,2,0,0,0,0,0,0,0
ENSG00000270175,338,325,480,332,246,245,94,116,17,88,68,116
ENSG00000270177,40,36,35,28,25,17,3,8,2,7,15,8
ENSG00000270179,37,37,26,23,12,37,8,6,4,4,8,6
ENSG00000270181,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270182,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270184,25,83,52,50,27,31,9,0,2,11,1,18
ENSG00000270185,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270187,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270190,0,15,4,14,2,7,0,0,0,2,1,0
ENSG00000270191,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270192,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270193,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270194,312,507,633,454,385,424,89,100,15,57,70,59
ENSG00000270196,0,0,2,0,0,0,0,0,0,0,0,2
ENSG00000270200,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270202,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270204,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000270207,10,18,2,4,6,0,0,0,0,0,0,2
ENSG00000270209,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270210,28,35,44,13,17,18,4,9,0,15,7,4
ENSG00000270212,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270218,4,9,0,2,0,5,0,0,0,0,0,0
ENSG00000270222,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000270225,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270226,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270228,300,434,503,388,367,302,95,63,7,114,66,57
ENSG00000270230,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270231,2110,2860,2815,1585,1845,1719,456,311,74,221,116,429
ENSG00000270232,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270234,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270236,1,3,0,0,3,2,0,0,0,0,0,0
ENSG00000270240,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270241,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270242,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270243,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270244,0,1,0,0,0,0,2,0,0,2,4,0
ENSG00000270248,9,19,19,11,23,16,0,2,0,3,2,0
ENSG00000270249,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270251,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270252,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270255,0,1,2,0,1,0,0,0,0,0,0,0
ENSG00000270257,13,36,30,14,11,18,0,0,2,4,6,2
ENSG00000270258,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270259,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270264,15,26,22,3,0,16,0,0,0,0,0,0
ENSG00000270265,0,0,2,0,1,0,0,0,0,0,0,0
ENSG00000270268,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270269,4,3,2,0,0,0,0,0,0,0,0,0
ENSG00000270270,4,2,5,9,4,1,0,0,0,0,2,0
ENSG00000270273,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270275,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270276,7,8,7,2,4,4,2,0,1,0,0,0
ENSG00000270277,23,32,12,98,78,38,6,2,0,1,20,4
ENSG00000270279,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270280,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270281,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270282,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000270285,0,1,2,2,0,3,0,0,0,0,0,0
ENSG00000270287,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270289,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270292,2,4,9,4,0,0,0,0,0,0,0,0
ENSG00000270293,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270294,7,2,8,7,3,11,0,1,0,0,0,0
ENSG00000270296,7,1,2,2,0,0,0,0,0,0,0,0
ENSG00000270299,3,0,0,5,3,4,0,0,0,0,0,0
ENSG00000270300,31,58,33,27,24,29,0,0,0,4,0,0
ENSG00000270301,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270302,1,1,0,2,0,0,0,0,0,0,0,0
ENSG00000270304,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000270306,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270307,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000270308,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270313,2,1,1,0,0,0,0,0,0,2,0,0
ENSG00000270314,0,0,0,2,2,2,0,0,0,0,0,0
ENSG00000270316,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270317,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270318,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270321,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270322,12,5,22,2,7,5,0,0,0,0,0,0
ENSG00000270323,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270324,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270325,4,7,7,4,0,0,0,1,0,0,2,0
ENSG00000270326,0,0,0,0,0,2,0,1,0,0,0,0
ENSG00000270328,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270330,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000270332,18,9,10,2,4,7,0,0,0,8,0,4
ENSG00000270333,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270335,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270336,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270339,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270342,0,1,0,10,0,0,0,0,0,0,0,0
ENSG00000270343,6,20,16,10,6,3,2,2,0,9,7,12
ENSG00000270344,158,140,162,82,107,98,16,13,1,17,20,47
ENSG00000270347,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270350,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270352,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270354,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270356,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270359,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000270361,9,0,0,5,1,0,0,0,0,0,2,2
ENSG00000270362,1579,1471,1564,1070,828,981,270,284,64,219,444,492
ENSG00000270367,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270369,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270371,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270372,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270377,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270378,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270379,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270380,2,1,0,0,1,0,0,0,0,0,0,0
ENSG00000270381,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000270382,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270384,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270385,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270387,2,0,7,1,1,0,0,2,0,2,0,0
ENSG00000270388,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270390,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270392,97,276,171,78,163,117,23,8,3,16,0,12
ENSG00000270393,47,54,45,39,22,20,5,0,0,8,1,4
ENSG00000270395,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270397,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270400,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270401,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270402,10,15,16,2,3,15,0,4,0,2,3,0
ENSG00000270403,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270405,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270409,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270411,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270412,0,1,0,0,0,0,0,2,0,0,0,0
ENSG00000270413,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270415,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270416,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270419,61,106,99,45,55,42,17,13,9,14,11,34
ENSG00000270421,0,0,2,2,3,2,0,0,0,0,0,0
ENSG00000270422,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270423,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270424,4,5,7,0,4,3,0,0,1,0,0,0
ENSG00000270425,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270426,20,9,9,6,7,6,6,0,0,0,8,4
ENSG00000270427,32,31,27,26,19,17,0,0,0,0,6,6
ENSG00000270429,4,8,2,2,1,11,0,0,0,0,0,0
ENSG00000270430,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270431,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000270432,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000270433,5,0,3,0,0,0,0,0,0,0,0,0
ENSG00000270434,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000270435,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270437,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000270440,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270441,55,63,53,18,32,38,5,3,0,0,0,3
ENSG00000270442,0,2,0,0,0,0,0,0,0,4,0,0
ENSG00000270443,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270444,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270445,2,0,4,0,0,0,0,0,0,0,0,0
ENSG00000270446,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270447,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270449,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270450,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270451,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270453,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270455,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270456,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270457,0,2,0,4,2,0,0,0,0,2,0,0
ENSG00000270458,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270460,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270462,12,19,6,6,8,4,0,0,0,0,0,2
ENSG00000270467,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270469,5,3,4,3,2,1,0,2,2,0,0,0
ENSG00000270470,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270472,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270474,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270475,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270477,0,0,2,0,1,0,0,0,0,0,0,0
ENSG00000270479,4,5,7,5,0,6,0,0,0,0,0,0
ENSG00000270480,4,3,4,6,8,1,1,0,0,4,1,0
ENSG00000270482,18,13,9,1,11,10,4,1,0,0,1,0
ENSG00000270484,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270487,3,0,0,0,0,1,0,0,0,1,0,0
ENSG00000270488,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270490,11,14,10,17,2,9,3,2,0,0,0,0
ENSG00000270491,2,1,0,2,0,0,0,0,0,0,0,0
ENSG00000270492,14,6,14,5,2,4,0,0,0,1,0,1
ENSG00000270493,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270494,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270495,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270496,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000270497,90,119,105,112,87,70,1,3,0,0,0,3
ENSG00000270499,4,1,6,4,1,0,0,0,0,0,0,0
ENSG00000270500,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000270503,17,10,19,5,6,6,4,3,0,1,5,7
ENSG00000270504,852,1348,2086,1297,1624,1593,559,454,114,462,465,412
ENSG00000270505,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270506,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270507,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270509,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270510,17,45,37,26,23,20,0,0,0,0,5,4
ENSG00000270512,2,0,1,0,0,0,0,0,0,0,0,0
ENSG00000270513,2,1,0,2,1,0,0,0,0,0,0,0
ENSG00000270516,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270518,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270521,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270522,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000270524,2,0,0,2,0,0,0,0,0,0,0,0
ENSG00000270526,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270528,3,1,0,2,2,2,0,0,0,0,0,2
ENSG00000270531,1,0,1,0,2,0,0,0,0,0,0,2
ENSG00000270532,2,1,8,3,7,3,0,0,0,1,1,2
ENSG00000270533,0,0,7,5,10,9,1,0,0,0,2,0
ENSG00000270535,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270538,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270540,17,4,2,7,4,6,2,3,0,2,2,5
ENSG00000270541,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270542,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270547,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270549,0,0,1,0,0,1,0,0,0,0,0,0
ENSG00000270550,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270552,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270553,4,6,3,4,5,3,0,0,0,0,0,0
ENSG00000270554,3,0,4,2,0,2,0,0,0,0,0,0
ENSG00000270555,0,0,0,0,0,0,0,0,0,0,0,0
